OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,OrderYear,OrderMonth,OrderMonthName,ProductName,Category,UnitPrice,Sales,DiscountAmount,OrderValue,Age,City,SignupDate,CustomerSegment
522337,106160,2024-05-05,2012,1.0,0.1,CardToCard,Completed,2024.0,5.0,May,Office Chair,Home Office,180.0,180.0,18.0,162.0,30.0,Tehran,2025-12-18,New
522338,105366,2025-07-29,2008,3.0,0.0,Gateway,Completed,2025.0,7.0,July,Phone Case,Accessories,14.0,42.0,0.0,42.0,25.0,Tehran,2024-04-12,Regular
522339,107965,2024-06-10,2020,2.0,0.1,CardToCard,Completed,2024.0,6.0,June,Gaming Controller,Gaming,68.0,136.0,13.600000000000001,122.4,20.0,Isfahan,2024-05-06,New
522340,107489,2026-02-20,2003,2.0,0.1,CardToCard,Completed,2026.0,2.0,February,USB-C Cable,Accessories,9.0,18.0,1.8,16.2,18.0,Ahvaz,2025-07-30,New
522341,107153,2024-02-13,2007,2.0,0.0,Gateway,Completed,2024.0,2.0,February,Headphones,Electronics,75.0,150.0,0.0,150.0,24.0,Qom,2023-11-25,Regular
522342,104838,2024-09-20,2007,3.0,0.2,CardToCard,Completed,2024.0,9.0,September,Headphones,Electronics,75.0,225.0,45.0,180.0,21.0,Isfahan,2023-02-21,Regular
522343,102725,2025-11-07,2006,3.0,0.05,Wallet,Completed,2025.0,11.0,November,Webcam,Electronics,48.0,144.0,7.2,136.8,55.0,Ahvaz,2024-01-26,VIP
522344,102539,2025-05-05,2016,2.0,0.0,Gateway,Completed,2025.0,5.0,May,Monitor,Electronics,21.0,42.0,0.0,42.0,43.0,Tehran,2023-03-16,Regular
522345,103006,2024-12-30,2003,1.0,0.0,Gateway,Completed,2024.0,12.0,December,USB-C Cable,Accessories,9.0,9.0,0.0,9.0,35.0,Karaj,2023-05-24,VIP
522346,102541,2025-01-11,2008,1.0,0.05,Gateway,Completed,2025.0,1.0,January,Phone Case,Accessories,14.0,14.0,0.7000000000000001,13.3,31.0,Rasht,2024-12-03,New
522347,107314,2025-03-09,2005,2.0,0.1,Gateway,Completed,2025.0,3.0,March,Laptop Stand,Accessories,28.0,56.0,5.6000000000000005,50.4,25.0,Isfahan,2025-06-20,VIP
522348,103349,2026-06-24,2004,1.0,0.05,Gateway,Completed,2026.0,6.0,June,Power Bank,Electronics,35.0,35.0,1.75,33.25,23.0,Tehran,2025-11-14,New
522349,109067,2025-08-05,2003,1.0,0.1,Wallet,Returned,2025.0,8.0,August,USB-C Cable,Accessories,9.0,9.0,0.9,8.1,59.0,Kerman,2023-04-01,New
522350,104151,2025-02-24,2008,1.0,0.05,Wallet,Completed,2025.0,2.0,February,Phone Case,Accessories,14.0,14.0,0.7000000000000001,13.3,33.0,Mashhad,2025-01-17,New
522351,108077,2024-10-05,2014,3.0,0.0,Gateway,Completed,2024.0,10.0,October,Backpack,Accessories,42.0,126.0,0.0,126.0,43.0,Isfahan,2024-01-06,Regular
522352,106851,2025-03-11,2003,1.0,0.05,Gateway,Completed,2025.0,3.0,March,USB-C Cable,Accessories,9.0,9.0,0.45,8.55,,Tehran,2023-08-30,Regular
522353,109953,2026-03-24,2001,2.0,0.05,CardToCard,Completed,2026.0,3.0,March,Wireless Mouse,Electronics,18.0,36.0,1.8,34.2,20.0,Isfahan,2023-06-23,New
522354,104201,2024-07-08,2013,1.0,0.2,Cash,Completed,2024.0,7.0,July,Notebook,Stationery,7.0,7.0,1.4000000000000001,5.6,50.0,Tehran,2023-09-20,VIP
522355,100985,2024-10-25,2001,3.0,0.3,CardToCard,Completed,2024.0,10.0,October,Wireless Mouse,Electronics,18.0,54.0,16.2,37.8,46.0,Tabriz,2023-09-30,Regular
522356,102201,2024-02-26,2005,1.0,0.1,Cash,Cancelled,2024.0,2.0,February,Laptop Stand,Accessories,28.0,28.0,2.8000000000000003,25.2,35.0,Mashhad,2025-09-05,Regular
522357,101172,2025-06-27,2001,1.0,0.0,Gateway,Completed,2025.0,6.0,June,Wireless Mouse,Electronics,18.0,18.0,0.0,18.0,48.0,Isfahan,2024-11-15,Regular
522358,101362,2025-10-24,2017,1.0,0.0,Gateway,Completed,2025.0,10.0,October,HDMI Cable,Accessories,11.0,11.0,0.0,11.0,21.0,Tabriz,2024-12-12,Regular
522359,108156,2025-06-30,2003,2.0,0.0,Gateway,Returned,2025.0,6.0,June,USB-C Cable,Accessories,9.0,18.0,0.0,18.0,45.0,Qom,2025-03-14,Regular
522360,107045,2025-12-02,2007,2.0,0.0,Wallet,Completed,2025.0,12.0,December,Headphones,Electronics,75.0,150.0,0.0,150.0,58.0,Tehran,2023-06-09,Regular
522361,103677,2025-10-27,2009,1.0,0.15,CardToCard,Completed,2025.0,10.0,October,Smart Watch,Wearables,120.0,120.0,18.0,102.0,35.0,Karaj,2024-12-10,Regular
522362,101115,2026-05-27,2017,3.0,0.0,Gateway,Completed,2026.0,5.0,May,HDMI Cable,Accessories,11.0,33.0,0.0,33.0,27.0,Isfahan,2023-10-08,Regular
522363,108947,2025-01-25,2002,3.0,0.0,Gateway,Completed,2025.0,1.0,January,Mechanical Keyboard,Electronics,62.0,186.0,0.0,186.0,21.0,Qom,2024-04-03,New
522364,102968,2024-03-13,2013,2.0,0.05,Gateway,Completed,2024.0,3.0,March,Notebook,Stationery,7.0,14.0,0.7000000000000001,13.3,28.0,Ahvaz,2023-08-27,Regular
522365,105459,2025-04-07,2014,2.0,0.2,Gateway,Completed,2025.0,4.0,April,Backpack,Accessories,42.0,84.0,16.8,67.2,42.0,Mashhad,2023-01-07,Regular
522366,102126,2025-10-28,2020,1.0,0.0,Wallet,Completed,2025.0,10.0,October,Gaming Controller,Gaming,68.0,68.0,0.0,68.0,30.0,Kerman,2024-10-13,New
522367,106700,2024-12-17,2003,2.0,0.1,Wallet,Completed,2024.0,12.0,December,USB-C Cable,Accessories,9.0,18.0,1.8,16.2,36.0,Qom,2023-12-21,Regular
522368,100843,2025-01-23,2013,2.0,0.05,CardToCard,Completed,2025.0,1.0,January,Notebook,Stationery,7.0,14.0,0.7000000000000001,13.3,61.0,Tehran,2024-05-09,New
522369,103181,2025-09-28,2018,3.0,0.1,CardToCard,Completed,2025.0,9.0,September,Microphone,Electronics,85.0,255.0,25.5,229.5,28.0,Tehran,2025-05-29,Regular
522370,108846,2024-01-15,2013,2.0,0.15,CardToCard,Completed,2024.0,1.0,January,Notebook,Stationery,7.0,14.0,2.1,11.9,47.0,,2025-09-27,VIP
522371,100186,2025-07-21,2002,2.0,0.0,Gateway,Completed,2025.0,7.0,July,Mechanical Keyboard,Electronics,62.0,124.0,0.0,124.0,39.0,Ahvaz,2023-08-21,Regular
522372,100719,2025-09-03,2004,1.0,0.05,CardToCard,Completed,2025.0,9.0,September,Power Bank,Electronics,35.0,35.0,1.75,33.25,29.0,Tehran,2025-04-25,VIP
522373,105893,2026-05-24,2010,2.0,0.05,Wallet,Returned,2026.0,5.0,May,Fitness Band,Wearables,55.0,110.0,5.5,104.5,24.0,Ahvaz,2023-05-31,VIP
522374,102368,2025-09-22,2003,2.0,0.1,Gateway,Completed,2025.0,9.0,September,USB-C Cable,Accessories,9.0,18.0,1.8,16.2,26.0,Qom,2023-02-21,New
522375,103432,2024-04-23,2014,1.0,0.1,Gateway,Completed,2024.0,4.0,April,Backpack,Accessories,42.0,42.0,4.2,37.8,54.0,Tehran,2023-06-18,New
522376,101705,2025-03-06,2008,1.0,0.05,Wallet,Completed,2025.0,3.0,March,Phone Case,Accessories,14.0,14.0,0.7000000000000001,13.3,62.0,Isfahan,2023-07-17,New
522377,101236,2024-12-16,2019,3.0,0.1,CardToCard,Completed,2024.0,12.0,December,Tablet,Electronics,260.0,780.0,78.0,702.0,34.0,Tehran,2023-08-11,Regular
522378,108529,2024-12-12,2013,2.0,0.15,Gateway,Completed,2024.0,12.0,December,Notebook,Stationery,7.0,14.0,2.1,11.9,62.0,Tabriz,2023-10-08,New
522379,106560,2025-11-09,2013,3.0,0.1,Wallet,Completed,2025.0,11.0,November,Notebook,Stationery,7.0,21.0,2.1,18.9,23.0,Shiraz,2023-10-16,Regular
522380,108953,2025-05-17,2017,1.0,0.1,Gateway,Cancelled,2025.0,5.0,May,HDMI Cable,Accessories,11.0,11.0,1.1,9.9,35.0,Rasht,2024-12-04,Regular
522381,109352,2025-09-23,2008,1.0,0.1,Gateway,Completed,2025.0,9.0,September,Phone Case,Accessories,14.0,14.0,1.4000000000000001,12.6,24.0,Karaj,2023-07-03,New
522382,105541,2025-10-06,2008,2.0,0.1,CardToCard,Completed,2025.0,10.0,October,Phone Case,Accessories,14.0,28.0,2.8000000000000003,25.2,31.0,Rasht,2025-08-14,New
522383,100536,2025-08-17,2008,3.0,0.1,Gateway,Completed,2025.0,8.0,August,Phone Case,Accessories,14.0,42.0,4.2,37.8,25.0,Karaj,2023-05-01,Regular
522384,107009,2025-10-16,2017,1.0,0.15,CardToCard,Completed,2025.0,10.0,October,HDMI Cable,Accessories,11.0,11.0,1.65,9.35,64.0,Karaj,2025-05-06,Regular
522385,108221,2024-07-07,2005,4.0,0.1,CardToCard,Completed,2024.0,7.0,July,Laptop Stand,Accessories,28.0,112.0,11.200000000000001,100.8,33.0,Shiraz,2024-05-25,Regular
522386,108437,2024-03-26,2017,4.0,0.0,CardToCard,Completed,2024.0,3.0,March,HDMI Cable,Accessories,11.0,44.0,0.0,44.0,27.0,Mashhad,2025-02-08,VIP
522387,107614,2024-05-19,2004,1.0,0.0,Gateway,Completed,2024.0,5.0,May,Power Bank,Electronics,35.0,35.0,0.0,35.0,49.0,Karaj,2025-06-09,New
522388,103086,2025-11-29,2010,1.0,0.05,CardToCard,Completed,2025.0,11.0,November,Fitness Band,Wearables,55.0,55.0,2.75,52.25,35.0,Qom,2024-01-10,Regular
522389,100355,2026-05-06,2006,1.0,0.0,Cash,Completed,2026.0,5.0,May,Webcam,Electronics,48.0,48.0,0.0,48.0,64.0,Rasht,2024-07-02,New
522390,105179,2026-04-11,2015,1.0,0.05,Gateway,Completed,2026.0,4.0,April,Bluetooth Speaker,Electronics,58.0,58.0,2.9000000000000004,55.1,22.0,Tehran,2023-04-21,New
522391,107419,2024-01-12,2020,3.0,0.05,Gateway,Completed,2024.0,1.0,January,Gaming Controller,Gaming,68.0,204.0,10.200000000000001,193.8,60.0,Tabriz,2025-02-16,New
522392,100075,2026-06-24,2010,3.0,0.0,Gateway,Completed,2026.0,6.0,June,Fitness Band,Wearables,55.0,165.0,0.0,165.0,50.0,Kerman,2025-02-23,New
522393,107127,2026-02-06,2009,5.0,0.05,Gateway,Completed,2026.0,2.0,February,Smart Watch,Wearables,120.0,600.0,30.0,570.0,60.0,Mashhad,2023-09-24,Regular
522394,102492,2024-06-21,2010,2.0,0.0,Gateway,Completed,2024.0,6.0,June,Fitness Band,Wearables,55.0,110.0,0.0,110.0,30.0,Kerman,2024-01-04,New
522395,101053,2025-04-26,2008,2.0,0.2,Gateway,Completed,2025.0,4.0,April,Phone Case,Accessories,14.0,28.0,5.6000000000000005,22.4,42.0,Ahvaz,2023-12-08,Regular
522396,105236,2026-06-11,2013,2.0,0.0,CardToCard,Completed,2026.0,6.0,June,Notebook,Stationery,7.0,14.0,0.0,14.0,59.0,Tehran,2023-09-25,Regular
522397,109375,2025-02-10,2014,1.0,0.05,CardToCard,Completed,2025.0,2.0,February,Backpack,Accessories,42.0,42.0,2.1,39.9,31.0,Tehran,2025-05-06,New
522398,103346,2026-05-02,2013,2.0,0.05,Gateway,Completed,2026.0,5.0,May,Notebook,Stationery,7.0,14.0,0.7000000000000001,13.3,54.0,Shiraz,2023-05-03,Regular
522399,105359,2025-04-14,2001,1.0,0.05,Gateway,Completed,2025.0,4.0,April,Wireless Mouse,Electronics,18.0,18.0,0.9,17.1,21.0,Tabriz,2023-06-07,Regular
522400,101426,2024-10-24,2005,2.0,0.05,Gateway,Completed,2024.0,10.0,October,Laptop Stand,Accessories,28.0,56.0,2.8000000000000003,53.2,57.0,Tehran,2024-04-16,Regular
522401,105479,2024-05-18,2010,2.0,0.05,Wallet,Completed,2024.0,5.0,May,Fitness Band,Wearables,55.0,110.0,5.5,104.5,22.0,Tehran,2023-08-08,New
522402,100929,2024-03-30,2002,2.0,0.15,Gateway,Completed,2024.0,3.0,March,Mechanical Keyboard,Electronics,62.0,124.0,18.599999999999998,105.4,38.0,Ahvaz,2023-08-01,Regular
522403,109290,2025-09-02,2012,3.0,0.0,Gateway,Completed,2025.0,9.0,September,Office Chair,Home Office,180.0,540.0,0.0,540.0,31.0,Mashhad,2023-02-09,Regular
522404,108507,2024-10-10,2003,1.0,0.15,Gateway,Returned,2024.0,10.0,October,USB-C Cable,Accessories,9.0,9.0,1.3499999999999999,7.65,39.0,Tehran,2024-12-21,New
522405,103098,2024-12-18,2017,2.0,0.15,Gateway,Completed,2024.0,12.0,December,HDMI Cable,Accessories,11.0,22.0,3.3,18.7,33.0,Shiraz,2023-08-29,New
522406,107515,2026-04-12,2020,4.0,0.2,Gateway,Completed,2026.0,4.0,April,Gaming Controller,Gaming,68.0,272.0,54.400000000000006,217.6,31.0,Isfahan,2024-03-23,Regular
522407,105520,2024-06-21,2005,2.0,0.05,Cash,Completed,2024.0,6.0,June,Laptop Stand,Accessories,28.0,56.0,2.8000000000000003,53.2,43.0,Kerman,2023-02-04,New
522408,107860,2024-11-18,2010,3.0,0.2,CardToCard,Cancelled,2024.0,11.0,November,Fitness Band,Wearables,55.0,165.0,33.0,132.0,61.0,Shiraz,2024-02-06,New
522409,102277,2026-03-08,2013,2.0,0.15,Cash,Completed,2026.0,3.0,March,Notebook,Stationery,7.0,14.0,2.1,11.9,28.0,Mashhad,2023-11-06,New
522410,106812,2026-04-16,2008,1.0,0.15,Cash,Completed,2026.0,4.0,April,Phone Case,Accessories,14.0,14.0,2.1,11.9,57.0,Isfahan,2025-03-01,Regular
522411,109285,2025-11-24,2007,1.0,0.1,CardToCard,Completed,2025.0,11.0,November,Headphones,Electronics,75.0,75.0,7.5,67.5,18.0,Shiraz,2023-03-07,Regular
522412,101745,2024-11-27,2015,1.0,0.1,Gateway,Completed,2024.0,11.0,November,Bluetooth Speaker,Electronics,58.0,58.0,5.800000000000001,52.2,28.0,Tehran,2025-06-22,Regular
522413,105425,2024-04-18,2011,1.0,0.0,Gateway,Completed,2024.0,4.0,April,Desk Lamp,Home Office,32.0,32.0,0.0,32.0,32.0,,2023-09-05,New
522414,107364,2025-11-13,2003,1.0,0.0,CardToCard,Completed,2025.0,11.0,November,USB-C Cable,Accessories,9.0,9.0,0.0,9.0,26.0,Tabriz,2025-01-03,Regular
522415,107468,2025-12-26,2018,1.0,0.15,Gateway,Completed,2025.0,12.0,December,Microphone,Electronics,85.0,85.0,12.75,72.25,45.0,Tehran,2025-10-07,New
522416,105564,2025-09-09,2013,1.0,0.15,CardToCard,Completed,2025.0,9.0,September,Notebook,Stationery,7.0,7.0,1.05,5.95,22.0,Tehran,2025-09-04,New
522417,105707,2024-10-18,2018,1.0,0.0,Gateway,Completed,2024.0,10.0,October,Microphone,Electronics,85.0,85.0,0.0,85.0,37.0,Kerman,2025-02-23,New
522418,100153,2025-07-17,2004,2.0,0.0,Gateway,Completed,2025.0,7.0,July,Power Bank,Electronics,35.0,70.0,0.0,70.0,62.0,Isfahan,2023-04-02,Regular
522419,105875,2025-08-29,2008,5.0,0.0,Gateway,Completed,2025.0,8.0,August,Phone Case,Accessories,14.0,70.0,0.0,70.0,52.0,Kerman,2024-02-27,Regular
522420,100505,2026-02-07,2008,1.0,0.1,Wallet,Completed,2026.0,2.0,February,Phone Case,Accessories,14.0,14.0,1.4000000000000001,12.6,31.0,Ahvaz,2025-09-01,Regular
522421,102016,2024-04-30,2002,1.0,0.1,CardToCard,Completed,2024.0,4.0,April,Mechanical Keyboard,Electronics,62.0,62.0,6.2,55.8,33.0,Kerman,2023-09-26,Regular
522422,102195,2024-08-16,2003,2.0,0.0,Cash,Completed,2024.0,8.0,August,USB-C Cable,Accessories,9.0,18.0,0.0,18.0,49.0,Qom,2024-08-16,New
522423,105682,2024-12-14,2017,2.0,0.05,CardToCard,Completed,2024.0,12.0,December,HDMI Cable,Accessories,11.0,22.0,1.1,20.9,55.0,Ahvaz,2023-03-23,New
522424,107880,2025-12-02,2004,1.0,0.05,Wallet,Completed,2025.0,12.0,December,Power Bank,Electronics,35.0,35.0,1.75,33.25,22.0,Mashhad,2025-12-26,New
522425,103470,2026-02-15,2002,1.0,0.1,CardToCard,Completed,2026.0,2.0,February,Mechanical Keyboard,Electronics,62.0,62.0,6.2,55.8,59.0,Mashhad,2024-03-03,Regular
522426,106003,2024-08-28,2016,3.0,0.2,Gateway,Completed,2024.0,8.0,August,Monitor,Electronics,21.0,63.0,12.600000000000001,50.4,48.0,Ahvaz,2024-01-26,New
522427,104259,2025-03-11,2017,4.0,0.1,Gateway,Completed,2025.0,3.0,March,HDMI Cable,Accessories,11.0,44.0,4.4,39.6,,Mashhad,2024-09-15,New
522428,105978,2025-06-08,2017,2.0,0.15,,Completed,2025.0,6.0,June,HDMI Cable,Accessories,11.0,22.0,3.3,18.7,25.0,Tehran,2025-01-20,Regular
522429,101138,2024-05-23,2013,1.0,0.0,Cash,Completed,2024.0,5.0,May,Notebook,Stationery,7.0,7.0,0.0,7.0,35.0,Tehran,2024-02-02,VIP
522430,109873,2025-11-15,2008,1.0,0.0,Cash,Completed,2025.0,11.0,November,Phone Case,Accessories,14.0,14.0,0.0,14.0,55.0,Ahvaz,2023-07-15,Regular
522431,103366,2025-02-10,2005,4.0,0.05,Gateway,Completed,2025.0,2.0,February,Laptop Stand,Accessories,28.0,112.0,5.6000000000000005,106.4,53.0,Kerman,2024-01-25,Regular
522432,104957,2026-02-17,2006,2.0,0.05,Gateway,Completed,2026.0,2.0,February,Webcam,Electronics,48.0,96.0,4.800000000000001,91.2,25.0,Karaj,2025-12-04,New
522433,105573,2025-04-18,2003,1.0,0.15,Cash,Completed,2025.0,4.0,April,USB-C Cable,Accessories,9.0,9.0,1.3499999999999999,7.65,29.0,Isfahan,2024-04-13,New
522434,104600,2025-12-20,2017,2.0,0.05,CardToCard,Completed,2025.0,12.0,December,HDMI Cable,Accessories,11.0,22.0,1.1,20.9,53.0,Shiraz,2023-01-29,Regular
522435,104484,2024-02-12,2013,1.0,0.1,Wallet,Completed,2024.0,2.0,February,Notebook,Stationery,7.0,7.0,0.7000000000000001,6.3,20.0,Tabriz,2024-10-25,New
522436,104625,2025-01-14,2009,1.0,0.05,Gateway,Completed,2025.0,1.0,January,Smart Watch,Wearables,120.0,120.0,6.0,114.0,36.0,Qom,2025-03-16,New
522437,108527,2024-12-28,2004,4.0,0.0,Gateway,Completed,2024.0,12.0,December,Power Bank,Electronics,35.0,140.0,0.0,140.0,42.0,Mashad,2024-09-18,New
522438,103116,2024-06-16,2004,2.0,0.0,Gateway,Completed,2024.0,6.0,June,Power Bank,Electronics,35.0,70.0,0.0,70.0,41.0,Rasht,2024-08-05,VIP
522439,104412,2025-04-30,2010,2.0,0.1,Gateway,Completed,2025.0,4.0,April,Fitness Band,Wearables,55.0,110.0,11.0,99.0,46.0,Mashhad,2025-08-04,Regular
522440,102189,2025-10-10,2008,3.0,0.15,Wallet,Completed,2025.0,10.0,October,Phone Case,Accessories,14.0,42.0,6.3,35.7,40.0,Tehran,2024-06-16,New
522441,106997,2025-03-02,2017,1.0,0.0,Gateway,Completed,2025.0,3.0,March,HDMI Cable,Accessories,11.0,11.0,0.0,11.0,34.0,Tehran,2024-09-15,Regular
522442,100712,2025-12-19,2019,1.0,0.05,CardToCard,Completed,2025.0,12.0,December,Tablet,Electronics,260.0,260.0,13.0,247.0,43.0,Shiraz,2024-03-14,Regular
522443,105493,2024-09-10,2011,2.0,0.05,CardToCard,Completed,2024.0,9.0,September,Desk Lamp,Home Office,32.0,64.0,3.2,60.8,26.0,Kerman,2024-07-19,VIP
522444,103129,2024-09-14,2015,4.0,0.1,Cash,Completed,2024.0,9.0,September,Bluetooth Speaker,Electronics,58.0,232.0,23.200000000000003,208.8,42.0,Tabriz,2024-01-06,New
522445,104321,2024-05-24,2011,2.0,0.0,Wallet,Completed,2024.0,5.0,May,Desk Lamp,Home Office,32.0,64.0,0.0,64.0,49.0,Karaj,2025-01-14,New
522446,101173,2025-11-08,2004,1.0,0.2,Gateway,Completed,2025.0,11.0,November,Power Bank,Electronics,35.0,35.0,7.0,28.0,36.0,Mashhad,2024-09-25,New
522447,104158,2024-05-07,2004,5.0,0.0,CardToCard,Completed,2024.0,5.0,May,Power Bank,Electronics,35.0,175.0,0.0,175.0,32.0,Tehran,2025-06-22,New
522448,101491,2024-05-09,2013,1.0,0.05,Wallet,Completed,2024.0,5.0,May,Notebook,Stationery,7.0,7.0,0.35000000000000003,6.65,31.0,Tehran,2024-12-04,New
522449,108804,2024-01-07,2001,2.0,0.1,Wallet,Completed,2024.0,1.0,January,Wireless Mouse,Electronics,18.0,36.0,3.6,32.4,53.0,Shiraz,2025-10-15,Regular
522450,105809,2024-12-01,2013,3.0,0.1,Gateway,Completed,2024.0,12.0,December,Notebook,Stationery,7.0,21.0,2.1,18.9,41.0,Tehran,2024-11-25,Regular
522451,108940,2025-01-12,2013,2.0,0.1,Wallet,Completed,2025.0,1.0,January,Notebook,Stationery,7.0,14.0,1.4000000000000001,12.6,29.0,Rasht,2023-11-26,Regular
522452,102232,2025-01-24,2003,2.0,0.0,CardToCard,Completed,2025.0,1.0,January,USB-C Cable,Accessories,9.0,18.0,0.0,18.0,21.0,Tehran,2024-03-27,Regular
522453,103793,2025-10-24,2015,1.0,0.2,CardToCard,Returned,2025.0,10.0,October,Bluetooth Speaker,Electronics,58.0,58.0,11.600000000000001,46.4,30.0,Mashhad,2024-02-25,Regular
522454,101674,2024-12-24,2001,1.0,0.3,Wallet,Returned,2024.0,12.0,December,Wireless Mouse,Electronics,18.0,18.0,5.3999999999999995,12.600000000000001,54.0,Isfahan,2023-05-24,New
522455,104501,2024-01-04,2003,1.0,0.0,CardToCard,Completed,2024.0,1.0,January,USB-C Cable,Accessories,9.0,9.0,0.0,9.0,51.0,Karaj,2025-02-21,Regular
522456,105266,2025-06-10,2003,2.0,0.1,Gateway,Returned,2025.0,6.0,June,USB-C Cable,Accessories,9.0,18.0,1.8,16.2,60.0,Isfahan,2023-07-16,Regular
522457,100808,2024-05-27,2003,1.0,0.0,Gateway,Completed,2024.0,5.0,May,USB-C Cable,Accessories,9.0,9.0,0.0,9.0,23.0,Ahvaz,2025-01-22,VIP
522458,100090,2024-01-22,2011,1.0,0.1,CardToCard,Completed,2024.0,1.0,January,Desk Lamp,Home Office,32.0,32.0,3.2,28.8,57.0,Mashhad,2024-09-29,New
522459,100168,2025-11-02,2015,2.0,0.0,Gateway,Completed,2025.0,11.0,November,Bluetooth Speaker,Electronics,58.0,116.0,0.0,116.0,26.0,Mashad,2025-04-12,New
522460,105749,2024-07-31,2010,1.0,0.2,Gateway,Completed,2024.0,7.0,July,Fitness Band,Wearables,55.0,55.0,11.0,44.0,62.0,Isfahan,2023-07-18,New
522461,105816,2025-10-14,2007,2.0,0.05,CardToCard,Completed,2025.0,10.0,October,Headphones,Electronics,75.0,150.0,7.5,142.5,20.0,Tehran,2024-12-15,New
522462,103850,2025-07-08,2017,2.0,0.15,Gateway,Completed,2025.0,7.0,July,HDMI Cable,Accessories,11.0,22.0,3.3,18.7,28.0,Kerman,2025-03-02,New
522463,100024,2026-02-02,2007,2.0,0.0,Gateway,Completed,2026.0,2.0,February,Headphones,Electronics,75.0,150.0,0.0,150.0,62.0,Tabriz,2023-11-30,New
522464,102868,2024-11-05,2011,1.0,0.2,Gateway,Cancelled,2024.0,11.0,November,Desk Lamp,Home Office,32.0,32.0,6.4,25.6,25.0,Tehran,2025-09-17,Regular
522465,101251,2025-07-15,2018,2.0,0.2,Gateway,Completed,2025.0,7.0,July,Microphone,Electronics,85.0,170.0,34.0,136.0,29.0,Ahvaz,2024-12-01,New
522466,100633,2025-05-05,2016,2.0,0.1,Gateway,Completed,2025.0,5.0,May,Monitor,Electronics,21.0,42.0,4.2,37.8,38.0,Isfahan,2024-05-27,New
522467,102170,2025-11-07,2006,4.0,0.1,Gateway,Completed,2025.0,11.0,November,Webcam,Electronics,48.0,192.0,19.200000000000003,172.8,64.0,Tehran,2025-04-08,Regular
522468,102397,2024-10-11,2008,1.0,0.0,Gateway,Completed,2024.0,10.0,October,Phone Case,Accessories,14.0,14.0,0.0,14.0,63.0,Mashhad,2025-12-01,Regular
522469,101307,2025-06-01,2008,1.0,0.0,Gateway,Completed,2025.0,6.0,June,Phone Case,Accessories,14.0,14.0,0.0,14.0,30.0,Karaj,2025-06-17,Regular
522470,107576,2025-04-12,2013,1.0,0.05,Wallet,Completed,2025.0,4.0,April,Notebook,Stationery,7.0,7.0,0.35000000000000003,6.65,24.0,Mashhad,2023-01-07,Regular
522471,109510,2024-02-07,2001,1.0,0.0,Wallet,Completed,2024.0,2.0,February,Wireless Mouse,Electronics,18.0,18.0,0.0,18.0,62.0,Rasht,2024-03-28,Regular
522472,104222,2024-01-30,2017,1.0,0.0,Gateway,Completed,2024.0,1.0,January,HDMI Cable,Accessories,11.0,11.0,0.0,11.0,42.0,Mashhad,2024-07-30,Regular
522473,102906,2026-02-27,2013,2.0,0.1,Gateway,Completed,2026.0,2.0,February,Notebook,Stationery,7.0,14.0,1.4000000000000001,12.6,59.0,Tehran,2023-08-13,Regular
522474,106427,2025-07-07,2013,1.0,0.0,Gateway,Completed,2025.0,7.0,July,Notebook,Stationery,7.0,7.0,0.0,7.0,64.0,Ahvaz,2024-10-20,Regular
522475,104047,2025-06-13,2001,3.0,0.1,CardToCard,Completed,2025.0,6.0,June,Wireless Mouse,Electronics,18.0,54.0,5.4,48.6,39.0,Tehran,2024-03-10,VIP
522476,108461,2025-10-04,2003,1.0,0.2,Gateway,Completed,2025.0,10.0,October,USB-C Cable,Accessories,9.0,9.0,1.8,7.2,53.0,Tehran,2025-12-26,Regular
522477,107741,2024-01-14,2008,5.0,0.05,Gateway,Completed,2024.0,1.0,January,Phone Case,Accessories,14.0,70.0,3.5,66.5,24.0,Ahvaz,2025-06-25,Regular
522478,108432,2024-07-19,2002,3.0,0.0,Gateway,Completed,2024.0,7.0,July,Mechanical Keyboard,Electronics,62.0,186.0,0.0,186.0,26.0,Isfahan,2025-09-22,Regular
522479,102108,2025-07-15,2014,1.0,0.0,Wallet,Completed,2025.0,7.0,July,Backpack,Accessories,42.0,42.0,0.0,42.0,24.0,Shiraz,2025-02-16,New
522480,108102,2025-09-12,2007,2.0,0.1,Gateway,Completed,2025.0,9.0,September,Headphones,Electronics,75.0,150.0,15.0,135.0,63.0,Tehran,2024-04-08,Regular
522481,103757,2025-06-28,2014,2.0,0.2,Gateway,Completed,2025.0,6.0,June,Backpack,Accessories,42.0,84.0,16.8,67.2,48.0,Tehran,2025-10-22,Regular
522482,101405,2024-12-21,2004,1.0,0.1,CardToCard,Cancelled,2024.0,12.0,December,Power Bank,Electronics,35.0,35.0,3.5,31.5,26.0,Tehran,2025-05-29,New
522483,105060,2025-05-23,2020,5.0,0.0,Gateway,Completed,2025.0,5.0,May,Gaming Controller,Gaming,68.0,340.0,0.0,340.0,48.0,Kerman,2024-02-05,New
522484,106992,2025-08-27,2008,1.0,0.15,,Completed,2025.0,8.0,August,Phone Case,Accessories,14.0,14.0,2.1,11.9,57.0,Tehran,2025-01-31,Regular
522485,107707,2024-12-17,2001,1.0,0.05,Gateway,Completed,2024.0,12.0,December,Wireless Mouse,Electronics,18.0,18.0,0.9,17.1,58.0,Tehran,2024-07-10,Regular
